# Tessera TSV -- PUBLIC checkpoint, SCALE-MODEL evaluation at the pipeline's Ka band. This IS InterconnectBlock(source='tessera')'s DEFAULT over 28.5-31.5 GHz (band_hz with scale=None), NOT a direct evaluation of the shipped geometry at these frequencies -- compare against the in-band slice of tessera_tsv_s21_public.csv, which differs measurably (see each file's in-band mean/ripple in e2e/data/interconnect/README.md).
# presented geometry: radius 2.5 um, pitch 30 um, height 50 um, liner 0.25 um, 300 K
# model geometry actually evaluated: radius 5 um, pitch 60 um, height 100 um, liner 0.5 um, 300 K -- scale x2 applied to all four lengths together (F91), frequency evaluated at /2 and reported at the real Ka frequencies
# arrangement: ring3x3
# checkpoint: models/best_model.pth, commit e53bb885429586fb01209c82bb5c684f778b8cf4, sha256 97fb2a651bf475d124609e16e0feeecd7e97c8e1d5f494696bab9b838c6d3e09
# wrapper: e2e_sim_public commit 88f6240434f6371b37db45c8fb909f19b6b6bfb7, TesseraTSV.OUTPUT_VERSION=1
# scale: 2 -- auto-resolved by e2e.blocks._resolve_tessera_scale for this band (see F91, notes/ESTABLISHED_FACTS.md); NOT the direct evaluation
# generated: 2026-09-23
# command: python -m e2e.data.interconnect.regenerate_tessera_tsv
# phase is the surrogate's OWN phase (not a minimum-phase reconstruction).
# columns: freq_hz,s21_re,s21_im,s21_abs_db,s21_phase_deg,s11_re,s11_im,s11_abs_db
freq_hz,s21_re,s21_im,s21_abs_db,s21_phase_deg,s11_re,s11_im,s11_abs_db
2.953000e+10,9.26607966e-01,-1.49959400e-01,-0.549797,-9.192869,-5.09245023e-02,-2.78839767e-02,-24.722643
2.954000e+10,9.26599026e-01,-1.49998099e-01,-0.549821,-9.195288,-5.09322658e-02,-2.78882533e-02,-24.721317
2.955000e+10,9.26589847e-01,-1.50036663e-01,-0.549848,-9.197702,-5.09400666e-02,-2.78925672e-02,-24.719984
2.956000e+10,9.26580846e-01,-1.50075346e-01,-0.549873,-9.200120,-5.09478003e-02,-2.78968140e-02,-24.718664
2.957000e+10,9.26571608e-01,-1.50113925e-01,-0.549900,-9.202535,-5.09555861e-02,-2.79011130e-02,-24.717334
2.958000e+10,9.26562667e-01,-1.50152609e-01,-0.549925,-9.204953,-5.09633645e-02,-2.79053822e-02,-24.716008
2.959000e+10,9.26553667e-01,-1.50191203e-01,-0.549950,-9.207367,-5.09711131e-02,-2.79096738e-02,-24.714684
2.960000e+10,9.26544487e-01,-1.50229871e-01,-0.549976,-9.209786,-5.09788841e-02,-2.79139578e-02,-24.713358
2.961000e+10,9.26535487e-01,-1.50268510e-01,-0.550001,-9.212202,-5.09866253e-02,-2.79182345e-02,-24.712036
2.962000e+10,9.26526487e-01,-1.50307149e-01,-0.550026,-9.214618,-5.09944037e-02,-2.79225186e-02,-24.710709
2.963000e+10,9.26517367e-01,-1.50345758e-01,-0.550052,-9.217034,-5.10021374e-02,-2.79268101e-02,-24.709388
2.964000e+10,9.26508188e-01,-1.50384396e-01,-0.550079,-9.219452,-5.10099009e-02,-2.79310569e-02,-24.708066
2.965000e+10,9.26499188e-01,-1.50423020e-01,-0.550104,-9.221867,-5.10176495e-02,-2.79353410e-02,-24.706744
2.966000e+10,9.26490307e-01,-1.50461614e-01,-0.550128,-9.224279,-5.10253981e-02,-2.79396102e-02,-24.705423
2.967000e+10,9.26481128e-01,-1.50500178e-01,-0.550154,-9.226693,-5.10331467e-02,-2.79439092e-02,-24.704100
2.968000e+10,9.26472187e-01,-1.50538877e-01,-0.550178,-9.229112,-5.10408655e-02,-2.79481933e-02,-24.702782
2.969000e+10,9.26463008e-01,-1.50577515e-01,-0.550205,-9.231530,-5.10486290e-02,-2.79524699e-02,-24.701459
2.970000e+10,9.26453948e-01,-1.50616124e-01,-0.550230,-9.233945,-5.10563478e-02,-2.79567465e-02,-24.700143
2.971000e+10,9.26445007e-01,-1.50654718e-01,-0.550255,-9.236358,-5.10640815e-02,-2.79610083e-02,-24.698825
2.972000e+10,9.26435769e-01,-1.50693327e-01,-0.550282,-9.238774,-5.10718003e-02,-2.79652998e-02,-24.697508
2.973000e+10,9.26426768e-01,-1.50731951e-01,-0.550307,-9.241190,-5.10795489e-02,-2.79695839e-02,-24.696187
2.974000e+10,9.26417708e-01,-1.50770560e-01,-0.550332,-9.243605,-5.10872602e-02,-2.79737934e-02,-24.694877
2.975000e+10,9.26408768e-01,-1.50809169e-01,-0.550356,-9.246019,-5.10949939e-02,-2.79781073e-02,-24.693556
2.976000e+10,9.26399589e-01,-1.50847808e-01,-0.550383,-9.248437,-5.11027351e-02,-2.79823616e-02,-24.692239
2.977000e+10,9.26390648e-01,-1.50886372e-01,-0.550407,-9.250848,-5.11104241e-02,-2.79866308e-02,-24.690928
2.978000e+10,9.26381588e-01,-1.50924981e-01,-0.550432,-9.253263,-5.11181578e-02,-2.79909223e-02,-24.689610
2.979000e+10,9.26372409e-01,-1.50963575e-01,-0.550459,-9.255678,-5.11258468e-02,-2.79951915e-02,-24.688299
